"sv" "en"
"obama" "obama"
"miljöstyrningsrådets" "Environmental Management Council"
"hannah_bergstedts" "hannah Bergstedt"
"isabella_lövin" "Isabella Lövin"
"ålförvaltningsplan" "ålförvaltningsplan"
"hivrådet" "hivrådet"
"kosterhavets_nationalpark" "Koster Marine National Park"
"forskningsfartyg" "research"
"ekodesigndirektivet" "Ecodesign"
"mandeer" "Mandaeans"
"reformtempot" "reform momentum"
"kärnkraftsbolagens" "nuclear power companies"
"if_metalls" "IF Metall"
"remitteringen" "referral"
"elhandelsföretag" "trading companies"
"lysekilsbanan" "lysekil web"
"språkintroduktion" "introduction site"
"kärnkonventioner" "core conventions"
"staffan_appelros" "staffan appelros"
"klimatinsats" "climate insert"
"nash" "nash"
"comprehensive" "comprehensive"
"finansieringsinsatser" "financing activities"
"uppstartsfasen" "start-up phase"
"stockholmsstrategin" "Stockholm strategy"
"malmberg" "Malmberg"
"lage_rahms" "Lage Rahm"
"förskolecheferna" "preschool managers"
"klimatkompensation" "carbon offsetting"
"jämställdhetsbudgetering" "gender budgeting"
"genderbaserat" "gender-based"
"lag_om_valfrihetssystem" "Act on System of Choice"
"visit_swedens" "visit Sweden"
"screeningprogrammet" "screening program"
"landsbygdssatsning" "rural investment"
"apoteksreformen" "pharmacy reform"
"servicecentrum" "service center"
"samekonventionen" "Sami Convention"
"utförsäkrar" "performs secure"
"partisymbol" "party symbol"
"elsie" "Elsie"
"mulesing" "mulesing"
"presstödskommittens" "Press Subsidies Committee&#39;s"
"nystartskontor" "start offices"
"banktransaktioner" "bank transactions"
"arbetsgivarkontakterna" "employer contacts"
"facebook" "facebook"
"antónio_guterres" "Antonio Guterres"
"arbetskraftsinvandringsreformen" "labor reform"
"regularisering" "regularization"
"omfördelningsmekanism" "redistribution mechanism"
"kapillärerna" "capillaries"
"cykelstrategin" "cycle strategy"
"ferms" "Ferms"
"samverkanskontor" "Liaison"
"hatbrottsmotiv" "hate crime motive"
"rehabiliteringskedjans" "rehabilitation chain"
"cpa" "cpa"
"informationsavtal" "information agreements"
"staffan_de_mistura" "Staffan de Mistura"
"humsamområdet" "humsamområdet"
"kvalitetssystemet" "quality system"
"tandvårdsbidraget" "dental refund"
"riskkapitalisternas" "risk the bosses"
"klimatförnekare" "climate deniers"
"reglerförmåga" "regulation capacity"
"idrott_och_friluftsliv" "sport and recreation"
"imfverksamhet" "imfverksamhet"
"seignoraget" "seigniorage"
"betalningsväsen" "payment system"
"servicepunkter" "service points"
"kompetensförsörjningsfrågor" "skills issues"
"tillväxtmarknaderna" "emerging markets"
"apotekstätheten" "pharmacy density"
"vallöftesbrott" "vallöftesbrott"
"apoteksutredningen" "pharmacy investigation"
"apotekstäckningen" "pharmacy coverage"
"postombud" "post office"
"utvärderingsutredningen" "evaluation investigation"
"sälprodukter" "seal products"
"trafikförsäkringsutredningen" "motor insurance inquiry"
"solcellspaneler" "solar panels"
"kärrtorp" "Kärrtorp"
"kollektivtrafikbranschen" "public transport industry"
"utbyggnad_av_tunnelbanan" "expansion of the subway"
"lars_mejern_larssons" "Lars Larsson mejern"
"ledsagningen" "escort"
"specialpedagogiska_skolmyndigheten" "special education school authority"
"samordningsmän" "samordningsmän"
"ungdomsskatt" "youth tax"
"stefan_löfven" "Stefan Löfven"
"systemviktiga" "systemically important"
"sedelpressen" "banknote press"
"jobbkrisen" "jobs crisis"
"ungdomsskatten" "youth tax"
"hedersbrott" "honor crimes"
"varselsamordnare" "notice coordinator"
"domstolsväsen" "judiciary"
"ramverkets" "of the framework"
"stabilitetsfonden" "stability Fund"
"klimatkris" "climate crisis"
"ungdomslyft" "youth lifting"
"mödrahälsa" "maternal health"
"storsatsat" "invested heavily"
"stockholmsprogram" "Stockholm program"
"stockholmsprogrammet" "The Stockholm Programme"
"jobbkris" "job crisis"
"klimatteknik" "climate technology"
"operation_atalanta" "operation Atalanta"
"friluftsrörelsen" "outdoor movement"
"portföljmodellen" "portfolio model"
"återvändandedirektivet" "return Directive"
"tillståndslösa" "stateless"
"vindkraftskooperativ" "wind power cooperatives"
"vindkraftskooperativen" "wind cooperatives"
"finansieringsåtgärder" "financing measures"
"strålsäkerhetsmyndighetens" "Radiation Safety"
"strålsäkerhetsmyndigheten" "Radiation Safety"
"konjunkturstöd" "support cyclically"
"varselsamordnarna" "notice coordinators"
"skitår" "craps"
"energiöverskott" "energy surplus"
"nuon" "Nuon"
"olkiluoto" "Olkiluoto"
"obamaadministrationen" "obama administration"
"taxibransch" "taxi industry"
"ingångsjobb" "entry jobs"
"delgivningslag" "an impact"
"jobbkrisens" "job crisis"
"lämplighetstester" "Fit tests"
"förskolelyftet" "preschool"
"karin_granbom_ellison" "Karin Granbom Ellison"
"varselvågen" "notice the wave"
"pumplagens" "pump Act"
"telekompaketet" "telecoms package"
"ipred" "IPRED"
"kömiljard" "kömiljard"
"fordonsbesiktningsmarknaden" "vehicle inspection market"
"berghedens" "mountain heath"
"ipredlagen" "IPRED law"
"könsapartheid" "gender apartheid"
"renee" "renee"
"jeryd" "jeryd"
"arbetsmiljöpolitiska" "work political"
"kunskapsråd" "kunskapsråd"
"kunskapsrådet" "knowledge Council"
"serviceåtagandet" "service commitment"
"endometrios" "endometriosis"
"läkemedelsförmånsverket" "Pharmaceutical Benefits Agency"
"befattningsutbildningen" "job training"
"rektorsprogrammet" "Rector program"
"havsmyndighet" "marine authority"
"bilmålvakter" "bilmålvakter"
"kapningar" "hijackings"
"apoteksbolagen" "pharmacy companies"
"tlv" "TLV"
"apoteksavregleringen" "pharmacy deregulation"
"apotekskedjor" "pharmacy chains"
"farmaciförbundet" "pharmacy Association"
"vildsvinsförvaltning" "wild boar management"
"apotekstäthet" "pharmacy density"
"apoteksomregleringen" "apoteksomregleringen"
"isis" "isis"
"umo" "UMO"
"brevgirot" "letter giro"
"kollektivtrafiklag" "Public Transport"
"tågläge" "path"
"strategiperioden" "the strategy period"
"abortpolitik" "abortion policy"
"stimulanspaketet" "stimulus package"
"gromning" "grooming"
"georgienkonflikten" "Georgia conflict"
"vårdvalssystemet" "care choice system"
"antidopningsorganisation" "anti-doping organization"
"tillväxtverket" "plant growth"
"tillsynsreform" "regulatory reform"
"svininfluensan" "swine flu"
"smittskyddsberedskapen" "infectious disease preparedness"
"viskananstalten" "Viskan institution"
"closing" "closing"
"skatteklyftan" "tax gap"
"gulli" "Gulli"
"läkemedelsvanvård" "drug abuse"
"tillsyna" "to the eye"
"barack_obamas" "Barack Obama &#39;"
"stockholmsskatten" "Stockholm tax"
"bostadsbubbla" "housing bubble"
"havsnivåhöjningen" "sea ​​level rise"
"myggbekämpningen" "mosquito control"
"nedre_dalälven" "lower Dalälven"
"bti" "BWI"
"myggbekämpning" "mosquito control"
"kulturbryggan" "Kulturbryggan"
"fordonskrisen" "vehicle crisis"
"undsättningslånen" "rescue loans"
"laddhybrider" "PHEVs"
"undsättningslån" "rescue loans"
"greenhouse" "Greenhouse"
"klimatskuld" "climate debt"
"ekoeffektiv" "eco-efficient"
"fakturamodellen" "invoice model"
"renoveringsbehovet" "Improvement need"
"låtsasåtgärder" "Performing steps"
"djurskyddskontrollregister" "animal control register"
"klimatmötet_i_köpenhamn" "Copenhagen Climate Summit"
"fossilbränsleoberoende" "fossil fuel independence"
"fouriertransform" "Fourier transform"
"kasernen" "barracks"
"fordonskomponentgruppen" "Fordonskomponentgruppen"
"banksystemen" "banking systems"
"funktionsmål" "Functional"
"hänsynsmål" "impact objective"
"funktionsmålet" "objective function"
"hänsynsmålet" "account target"
"mikroproducenter" "micro producers"
"nettomätning" "net metering"
"lagen_om_valfrihetssystem" "Act on System of Choice"
"ledarhundsförare" "guide dog driver"
"klimatnationalism" "climate nationalism"
"tenje" "Tenje"
"krisernas" "crises"
"kaplan" "chaplain"
"finanstillsyn" "financial supervision"
"krisåtgärder" "crisis measures"
"klimattoppmötet" "climate Summit"
"matlandet" "food nation"
"antibiotikaresistensen" "antibiotic resistance"
"piratverksamheten" "piracy"
"amisom" "AMISOM"
"sjöröveri" "piracy"
"adenviken" "Gulf of Aden"
"sjöröveriet" "piracy"
"atalanta" "Atalanta"
"piraterna" "pirates"
"deltidsbrandman" "part-time firefighter"
"signalbärare" "carrier signal"
"integritetsskyddsombud" "privacy safety"
"undervattensförmågan" "underwater capability"
"adriana_lender" "adriana calendar"
"bredbandskartläggning" "broadband mapping"
"bredbandsinfrastruktur" "broadband infrastructure"
"fibernätet" "fiber network"
"megahertzbandet" "megahertz band"
"obamas" "Obama"
"erdogans" "Erdogan"
"davutoglu" "Davutoglu"
"könsbaserat" "gender-based"
"tillväxtverkets" "Tillväxtverkets"
"barnskyddsutredningen" "child protection investigation"
"näthandeln" "online sales"
"tauberman" "Tauberman"
"jabri" "Jabri"
"tilläggsbeloppet" "additional amount"
"autonomiutredningen" "autonomy inquiry"
"stipendiesystemet" "scholarship scheme"
"carnegie_investment_bank" "Carnegie Investment Bank"
"fordonsklustret" "the automotive cluster"
"socialbidragslinje" "social line"
"samordningsmännen" "coordination skilled"
"miljöteknikfond" "cleantech fund"
"förvaltningsrätter" "administrative Courts"
"volvoarbetarna" "volvo workers"
"älvförbindelsen" "älvförbindelsen"
"öppenvårdsapoteken" "outpatient pharmacies"
"solidaritetsförklaring" "solidarity statement"
"ordinationsrätt" "prescription right"
"pelagiskt" "pelagic"
"fartygsregister" "shipping register"
"röstbärare" "voice carrier"
"bytespunkter" "interchanges"
"hedgefonder" "hedge funds"
"välfärdskedjan" "welfare chain"
"kömiljarden" "kömiljarden"
"stoltenbergrapporten" "Stoltenberg report"
"förmågeglapp" "förmågeglapp"
"georgienkriget" "Georgians war"
"eulex" "EULEX"
"baltops" "BALTOPS"
"kapacitetstilldelning" "capacity allocation"
"peaktider" "Peak times"
"kapacitetstilldelningen" "capacity allocation"
"havsmyndigheten" "maritime authority"
"klimatnyttan" "climate benefits"
"cecilie" "Cecilie"
"tenfjord" "Tenfjord"
"toftby" "Toftby"
"vattenvårdssatsningar" "water conservation efforts"
"fossiloberoende" "independent of fossil fuels"
"andelsägd" "andelsägd"
"utkastförbud" "draft prohibition"
"barlastkonventionen" "ballast Water Convention"
"höghastighetsbanan" "high-speed railway"
"klimaträttvisa" "climate justice"
"fnklimattoppmöte" "fnklimattoppmöte"
"klimatfinansiering" "climate financing"
"klimatfinansieringen" "climate financing"
"klimatsäkrat" "climate secured"
"köttskatt" "meat tax"
"ashton" "Ashton"
"tillväxtanalys" "growth analysis"
"mirakelkurer" "miracle cures"
"trygghetskris" "security crisis"
"konjunkturstödet" "support cyclically"
"halvtidsavstämning" "Halftime record"
"fordonspaket" "vehicle package"
"laddstationer" "charging stations"
"global_ekonomisk_kris" "global economic crisis"
"havsnivåhöjning" "sea-level rise"
"signalpolitik" "signal policy"
"återvändandearbetet" "returning the work"
"mathantverket" "mathantverket"
"mathantverk" "artisan food"
"ramnation" "Framework Nation"
"havsmiljömiljard" "marine billion"
"sjukförsäkringsministern" "Minister for Health insurance"
"superpaket" "super packages"
"koldioxidläckage" "carbon leakage"
"bsap" "BSAP"
"sveaskogslösningen" "sveaskog solution"
"matchningsverksamhet" "matching operations"
"lärlingslöner" "apprentice wages"
"utstationeringssituationer" "posting situations"
"bärplockarnas" "berry-pickers"
"tsl" "tsl"
"coachas" "coached"
"höghastighetsbana" "high speed line"
"godskapaciteten" "cargo capacity"
"höghastighetsstandard" "high standard"
"betty_malmbergs" "Betty Malmberg"
"valfrihetssystemet" "the system of choice"
"livsslutsdirektiv" "life end Directive"
"välfärdsförsäkringar" "welfare insurance"
"jonas_jacobsson" "Jacobsson"
"nordkalk" "North lime"
"stråthutredningen" "stråthutredningen"
"tusk" "tusk"
"carbon" "carbon"
"garantiprogram" "warranty program"
"stadsomvandlingen" "urban transformation"
"ariane" "Ariane"
"innovationsupphandling" "innovation procurement"
"stabilitetsplan" "stability plan"
"garantiprogrammet" "guarantee Programme"
"systemviktig" "systemically important"
"stabilitetsplanen" "stability plan"
"stabilitetsfond" "stability fund"
"jobbcoacher" "job coaches"
"belåningsgrad" "LTV"
"finanskommission" "finance Commission"
"guernsey" "guernsey"
"trygghetsundersökningen" "security investigation"
"reformtempo" "reform pace"
"terroristsyften" "terrorist purposes"
"dataskyddsrambeslutet" "Data Protection Framework Decision"
"bemanningsanställda" "temporary employees"
"elcertifikatet" "energy certificate"
"toftbys" "toftbys"
"försvarsmusikens" "defense music"
"vårdskadorna" "health damage"
"särläkemedel" "orphan drugs"
"resultatfokus" "focus on results"
"ctf" "CTF"
"etikrådet" "ethics Council"
"prisområde" "price range"
"migrationslagstiftning" "immigration law"
"bolagsskattesänkningar" "General tax"
"skatterelaterade" "tax-related"
"subsidiaritetsprövning" "subsidiarity"
"götaverken" "götaverken"
"tillväxtländerna" "emerging countries"
"bankgarantiprogrammet" "bank security program"
"raketbeskjutningar" "rockets"
"veolia" "Veolia"
"bedömningsinstrumentet" "assessment instrument"
"socialfondsprogrammet" "social fund program"
"bae_systems" "BAE Systems"
"miljöbilsundantaget" "eco-car exemption"
"mahmood" "Mahmood"
"abir" "Abir"
"djurskyddskontroller" "animal welfare controls"
"tullkodex" "customs Code"
"kontaktledning" "overhead"
"konventionen_om_klusterammunition" "Convention on Cluster Munitions"
"barrosoplanen" "Barroso plan"
"sanktionsdirektivet" "Sanctions Directive"
"gender_gap" "gender Gap"
"enqa" "ENQA"
"innovationsland" "innovation country"
"utlåningskapacitet" "lending capacity"
"matland" "culinary nation"
"fnklimatförhandlingar" "fnklimatförhandlingar"
"riskkapitalbolagens" "private equity"
"msy" "MSY"
"drk" "DRC"
"siffertricksa" "siffertricksa"
"gaffeln" "fork"
"bolagsskattesänkning" "corporate tax rate"
"pooler" "pools"
"säkerhetsutmaningar" "security challenges"
"svantesson" "Svantesson"
"fordonskluster" "automotive clusters"
"hälsoval" "health choices"
"dopnings" "doping"
"samhällsvården" "community care"
"vägkarta" "road map"
"mineralstrategi" "mineral strategy"
"skattemärket" "tax stamps"
"inavlad" "inbred"
"friluftslivs" "outdoor life"
"energikraven" "energy requirements"
"åman" "announcer"
"vänstertrojkan" "left Troika"
"max_iv" "mAX IV"
"tvångsprivatisera" "forced privatization"
"afghanistanpolitik" "Afghanistan policy"
"omlt" "OMLT"
"yttrandefrihetskommitten" "Freedom of expression Committee"
"vidarebosättningssystem" "resettlement system"
"coachningsinsatser" "coaching action"
"bolagsskattesänkningen" "corporate tax cut"
"klimatsatsningarna" "climate bets"
"sedering" "sedation"
"återmonopolisering" "re-monopolisation"
"betaltider" "payment times"
"lys" "lys"
"fredrik_lundh_sammeli" "Fredrik Lundh Sammeli"
"vattenskotrarna" "PWC"
"facklas" "Excerpts"
"ämnesplanerna" ", curriculum"
"folkhälsomyndigheten" "public health authority"
"inspektionen_för_socialförsäkringen" "inspectorate for social insurance"
"blockaden_av_gaza" "blockade of Gaza"
"innovationskontor" "innovation office"
"länssamordnarna" "county coordinators"
"dagskassorna" "daily takings"
"ombildningskonsulter" "transformation Consultants"
"ombildningskonsulterna" "transformation consultants"
"strömsholms_kanal" "Strömsholm canal"
"penningtvättsdirektivet" "Money laundering Directive"
"avidentifierad" "anonymous"
"summativa" "summative"
"vårdvalsreformen" "choice reform"
"tvångsförvaltare" "constraint manager"
"stabilitetsavgift" "stability fee"
"stabilitetsavgiften" "stability fee"
"barnrättspolitiken" "child rights policy"
"samarbetsstrategi" "cooperation strategy"
"flygbasen" "air base"
"ärna" "Ärna"
"jultal" "Christmas speech"
"birtukan" "Birtukan"
"mideksa" "Mideksa"
"klimatdiplomati" "climate diplomacy"
"linneuniversitet" "linen university"
"luftförsvarsutredning" "air defense investigation"
"ip_adress" "IP address"
"integritetsombudsman" "privacy Commissioner"
"upphovsrättskommission" "copyright Commission"
"intrångsundersökning" "intrusion investigation"
"nedladdningar" "downloads"
"myndigheten_för_yrkeshögskolan" "Authority for Applied Sciences"
"anonymiseringstjänster" "anonymization"
"abonnemangsuppgifter" "subscription information"
"intrångsundersökningar" "intrusion studies"
"eqf" "EQF"
"besiktningsstationer" "inspection stations"
"besiktningsställen" "inspection stations"
"isak" "isak"
"läromedelsbranschen" "study materials industry"
"spotify" "spotify"
"cecilia_renfors" "Cecilia Renfors"
